id,amount,transaction_type,category_id,description,transaction_date,created_at,updated_at,wallet_id
1a5e9539-976d-4cfc-b2a3-8b240c4b6996,94000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn trưa,10/18/2025,2025-10-18 00:00:00.398398+00,2025-10-18 00:00:00.398398+00,edc60f6c-6ffc-4531-a5f1-fccd7ef774ef
1a635181-5511-4d06-8da3-f00213a48f29,88000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,ShopeeFood,5/21/2026,2026-05-21 00:00:00.733144+00,2026-05-21 00:00:00.733144+00,bf242e05-1ba2-4431-9b4f-ae3d139f497e
1a636a9d-aa06-4c99-b467-70fcd3050a24,8000,expense,577b93fb-ceb4-4079-91c2-4ba2e2f48c40,Nạp game,12/6/2025,2025-12-06 00:00:00.951727+00,2025-12-06 00:00:00.951727+00,20b3f326-cb05-4ebc-a108-b52d0ee72df6
1a639022-2fb0-47e0-8cbd-f8837983abfe,264000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn trưa,6/5/2025,2025-06-05 00:00:00.738197+00,2025-06-05 00:00:00.738197+00,afd4b604-a3d3-4309-8b49-55c048e76583
1a63b5e5-6c79-44c5-96dc-a23086000b60,92000,expense,577b93fb-ceb4-4079-91c2-4ba2e2f48c40,Nạp game,2/23/2026,2026-02-23 00:00:00.318161+00,2026-02-23 00:00:00.318161+00,81737e5a-6d6d-4b40-a2f6-ede14096b41a
1a658511-06cc-4d97-aa82-ae18245c5957,2000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn trưa,8/14/2025,2025-08-14 00:00:00.577434+00,2025-08-14 00:00:00.577434+00,5ba74093-5193-4006-a607-dd9c7ac1b848
1a6c6c64-8b92-4441-bf93-b04b2bb468c6,144000,expense,1484cd07-65fd-4563-9b4c-8e72fea2a140,Bảo hiểm y tế,6/27/2025,2025-06-27 00:00:00.017733+00,2025-06-27 00:00:00.017733+00,e1e9c888-8ae3-490c-b663-b2ac868300bd
1a6e224f-f4bc-4508-a362-93ef35ad1020,25000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Xe ôm,4/8/2026,2026-04-08 00:00:00.556701+00,2026-04-08 00:00:00.556701+00,74b69fd1-c478-486f-9cc5-796839885cd7
1a774186-c4b4-499f-adc9-1af21d70b999,14000,expense,cba28b5d-bd65-43b4-91a1-18e468c96145,Góp quỹ / Chơi họ,10/20/2025,2025-10-20 00:00:00.553008+00,2025-10-20 00:00:00.553008+00,34906f5f-68d7-41bf-a9b0-86ba570cbdf7
1a775dcb-7392-47d6-a3bc-173bab2fb08f,354000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Vé xe buýt,6/19/2025,2025-06-19 00:00:00.033066+00,2025-06-19 00:00:00.033066+00,0549318b-8b7d-40c9-aa07-7274e0012d40
1a815310-bf1e-4b34-bd6e-5808eed53336,93000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,ShopeeFood,8/28/2025,2025-08-28 00:00:00.250804+00,2025-08-28 00:00:00.250804+00,80c726a1-a60f-4566-bdca-40b42a62b63f
1a86f6d5-8168-4c8d-a50a-0047e92202a3,31000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn sáng,4/4/2026,2026-04-04 00:00:00.777667+00,2026-04-04 00:00:00.777667+00,8f4a1d5b-72f8-4332-919d-95b73da9cb36
1a913df4-ba72-40da-b83a-67b1ee384334,413000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Gửi xe,2/20/2026,2026-02-20 00:00:00.95509+00,2026-02-20 00:00:00.95509+00,a2844048-b5d3-421b-94af-2450641f3100
1a9332aa-5aa0-4d68-8023-be3a56a5e855,1149000,income,,Tiền thù lao,10/22/2025,2025-10-22 00:00:00.980538+00,2025-10-22 00:00:00.980538+00,8093fe3a-adc5-4cc7-a7a1-d6e6d10adbc4
1a9479c2-40a5-474b-91d6-9457d378c331,136000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn trưa,10/18/2025,2025-10-18 00:00:00.406164+00,2025-10-18 00:00:00.406164+00,9bd955ea-748b-471c-b9cd-1715acdbd9a3
1a962c12-4df9-4e83-aa89-65ff7b6fa9d9,175000,expense,cba28b5d-bd65-43b4-91a1-18e468c96145,Tiền mạng Internet,7/3/2025,2025-07-03 00:00:00.735369+00,2025-07-03 00:00:00.735369+00,cebb5677-09b8-48f2-95c2-cf5c428d6260
1a9c547f-bd10-4cbf-8530-61b2a188d7b3,201000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn sáng,7/7/2025,2025-07-07 00:00:00.894563+00,2025-07-07 00:00:00.894563+00,0549318b-8b7d-40c9-aa07-7274e0012d40
1a9d86b6-8585-4c7e-b547-649850a52942,1792000,income,,Lương tháng,1/15/2026,2026-01-15 00:00:00.376768+00,2026-01-15 00:00:00.376768+00,8f4a1d5b-72f8-4332-919d-95b73da9cb36
1a9e094d-3c7b-4d42-96c3-393bbc91f98d,4000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Vé tàu điện,10/25/2025,2025-10-25 00:00:00.503806+00,2025-10-25 00:00:00.503806+00,5ba74093-5193-4006-a607-dd9c7ac1b848
1aa3982a-a6e6-4e99-83a8-78f186c1d563,67000,expense,cd4912c2-1b2c-49f5-9223-a5a66f5c5f71,Lazada / Tiki,10/2/2025,2025-10-02 00:00:00.381866+00,2025-10-02 00:00:00.381866+00,8f4a1d5b-72f8-4332-919d-95b73da9cb36
1aa60cc0-fbe0-4aba-836a-ae4d95d43fcb,267000,expense,cba28b5d-bd65-43b4-91a1-18e468c96145,Nạp tiền điện thoại,4/13/2026,2026-04-13 00:00:00.626538+00,2026-04-13 00:00:00.626538+00,74b69fd1-c478-486f-9cc5-796839885cd7
1aa92057-f435-4a24-98de-7f1eb56d4c7f,118000,expense,577b93fb-ceb4-4079-91c2-4ba2e2f48c40,Gia hạn Spotify,10/15/2025,2025-10-15 00:00:00.02466+00,2025-10-15 00:00:00.02466+00,34906f5f-68d7-41bf-a9b0-86ba570cbdf7
1aab73ec-7f6c-4444-9c3b-5e064a014a71,199000,expense,577b93fb-ceb4-4079-91c2-4ba2e2f48c40,Xem phim rạp,3/27/2026,2026-03-27 00:00:00.130139+00,2026-03-27 00:00:00.130139+00,34906f5f-68d7-41bf-a9b0-86ba570cbdf7
1aaee42a-113a-42cc-94a0-be943f98cdbe,50000,expense,cd4912c2-1b2c-49f5-9223-a5a66f5c5f71,Lazada / Tiki,4/9/2026,2026-04-09 00:00:00.52527+00,2026-04-09 00:00:00.52527+00,96e4d061-33ef-40da-b293-98d6dbbacb67
1ab1d8bb-27ca-4801-98cf-53621e1a950a,27000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,GrabBike,6/10/2025,2025-06-10 00:00:00.259951+00,2025-06-10 00:00:00.259951+00,f3bc4cb0-aee3-49cc-98b0-284d4e7bd7da
1ab6e98b-09a9-4fea-8dbb-320c9c5d303f,424000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn tối,7/2/2025,2025-07-02 00:00:00.962036+00,2025-07-02 00:00:00.962036+00,535f3e90-385f-4d67-a24e-21f067d22783
1ab9e515-caaf-44f4-a894-d13a437781e3,6000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Gửi xe,5/10/2026,2026-05-10 00:00:00.648268+00,2026-05-10 00:00:00.648268+00,e1e9c888-8ae3-490c-b663-b2ac868300bd
1abf7df5-ee09-4cca-bef7-7386670cb70e,21000,expense,1484cd07-65fd-4563-9b4c-8e72fea2a140,Mua thuốc tây,10/31/2025,2025-10-31 00:00:00.167177+00,2025-10-31 00:00:00.167177+00,a8046377-9b58-4c61-97d7-a29f2d0e31fd
1ac348ab-8154-47fd-98aa-5c5eb3d6f2f0,496000,expense,cd4912c2-1b2c-49f5-9223-a5a66f5c5f71,Đồ gia dụng,10/30/2025,2025-10-30 00:00:00.869433+00,2025-10-30 00:00:00.869433+00,d2112e88-f0e4-4fa9-8b7d-7e72ced81ccf
1ac5fa98-b112-4a36-a011-9747d4a53c99,35000,expense,577b93fb-ceb4-4079-91c2-4ba2e2f48c40,Hát Karaoke,12/22/2025,2025-12-22 00:00:00.397264+00,2025-12-22 00:00:00.397264+00,be51b070-40b1-4a48-8c12-cae17ccb8dd0
1aca7abd-3b91-48c7-8176-61d5c75407b4,26000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn vặt,7/20/2025,2025-07-20 00:00:00.91725+00,2025-07-20 00:00:00.91725+00,afd4b604-a3d3-4309-8b49-55c048e76583
1acc9ce2-bad6-429f-8459-dbf0e5b8513f,49000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn sáng,5/17/2026,2026-05-17 00:00:00.45359+00,2026-05-17 00:00:00.45359+00,5df3a003-1743-48c7-a737-adddd56254ab
1ad158f7-7788-4a96-b946-d6f6b5a8977e,5000,expense,cd4912c2-1b2c-49f5-9223-a5a66f5c5f71,Lazada / Tiki,12/30/2025,2025-12-30 00:00:00.985036+00,2025-12-30 00:00:00.985036+00,bf242e05-1ba2-4431-9b4f-ae3d139f497e
1ad33910-d4e8-45f8-b2e9-4dcf3df712ab,150000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Gửi xe,11/23/2025,2025-11-23 00:00:00.693573+00,2025-11-23 00:00:00.693573+00,0549318b-8b7d-40c9-aa07-7274e0012d40
1ae0a6eb-54ca-4272-be08-69214864212e,96000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Cà phê,4/19/2026,2026-04-19 00:00:00.428793+00,2026-04-19 00:00:00.428793+00,8093fe3a-adc5-4cc7-a7a1-d6e6d10adbc4
1ae17e11-a712-466d-84e7-5a5556ca868d,7542000,income,,Thu nhập phụ,11/2/2025,2025-11-02 00:00:00.100729+00,2025-11-02 00:00:00.100729+00,8f4a1d5b-72f8-4332-919d-95b73da9cb36
1ae393a9-fb00-4c86-af40-61adb9ba4c55,519000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn tối,7/4/2025,2025-07-04 00:00:00.913965+00,2025-07-04 00:00:00.913965+00,c6818cca-85bb-4997-9282-763f13d42946
1ae3c95a-ac35-4102-b409-c72db274eaf5,29000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Phí cầu đường,2/12/2026,2026-02-12 00:00:00.748284+00,2026-02-12 00:00:00.748284+00,6290c07a-a769-46f2-93f5-4361a3fd30a0
1aeaf824-738d-44df-8a99-4841877689e6,299000,expense,cba28b5d-bd65-43b4-91a1-18e468c96145,Nạp tiền điện thoại,8/20/2025,2025-08-20 00:00:00.319624+00,2025-08-20 00:00:00.319624+00,80c726a1-a60f-4566-bdca-40b42a62b63f
1aeb365e-6605-44d9-9c30-8324ba502fb5,76000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Xe ôm,7/29/2025,2025-07-29 00:00:00.177261+00,2025-07-29 00:00:00.177261+00,bf242e05-1ba2-4431-9b4f-ae3d139f497e
1aec1646-7611-43fa-9b35-07336936141c,653000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,GrabBike,12/24/2025,2025-12-24 00:00:00.568069+00,2025-12-24 00:00:00.568069+00,a8046377-9b58-4c61-97d7-a29f2d0e31fd
1aec547c-0eb6-4d55-949c-d6b374a8003f,15000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,GrabBike,9/27/2025,2025-09-27 00:00:00.064328+00,2025-09-27 00:00:00.064328+00,20b3f326-cb05-4ebc-a108-b52d0ee72df6
1aed126c-7e89-4750-b593-86cb7eff428c,74000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Vé tàu điện,9/13/2025,2025-09-13 00:00:00.601366+00,2025-09-13 00:00:00.601366+00,dbcb531a-0256-4704-be95-425e3c4f9abb
1aedffd2-8c6a-45ff-8d5a-e93a28936a9b,635000,expense,cd4912c2-1b2c-49f5-9223-a5a66f5c5f71,Đồ gia dụng,8/28/2025,2025-08-28 00:00:00.48236+00,2025-08-28 00:00:00.48236+00,74b69fd1-c478-486f-9cc5-796839885cd7
1aefa054-2163-40db-be33-1cf87d3ed8bb,86000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,ShopeeFood,5/8/2026,2026-05-08 00:00:00.666412+00,2026-05-08 00:00:00.666412+00,81737e5a-6d6d-4b40-a2f6-ede14096b41a
1af2b029-34fd-4671-8920-f56eb4b828ca,333000,expense,cd4912c2-1b2c-49f5-9223-a5a66f5c5f71,Mua quần áo,5/1/2026,2026-05-01 00:00:00.537062+00,2026-05-01 00:00:00.537062+00,3105c1fe-b882-4040-8735-fb105a415a28
1afa98f4-3d02-49a4-90ae-ff45bda05308,72000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Phí cầu đường,11/29/2025,2025-11-29 00:00:00.397835+00,2025-11-29 00:00:00.397835+00,25a3165a-e170-42b9-afd2-955c27ae5fc7
1b0053b4-8cc2-48b7-a197-79a38c2dce74,841000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn tối,10/28/2025,2025-10-28 00:00:00.958923+00,2025-10-28 00:00:00.958923+00,328d747f-2dda-4d8f-af76-d2e549bb0a30
1b035bea-1a8f-4059-b20c-a29de1bc9864,174000,expense,577b93fb-ceb4-4079-91c2-4ba2e2f48c40,Gia hạn Spotify,8/22/2025,2025-08-22 00:00:00.929197+00,2025-08-22 00:00:00.929197+00,c6818cca-85bb-4997-9282-763f13d42946
1b096b2c-26b9-4465-9598-8eb148cf3f8b,36000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn vặt,9/11/2025,2025-09-11 00:00:00.579906+00,2025-09-11 00:00:00.579906+00,0549318b-8b7d-40c9-aa07-7274e0012d40
1b0d0433-b5ca-4c5f-b2da-6e0e384e6a30,26000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,GrabBike,7/27/2025,2025-07-27 00:00:00.632097+00,2025-07-27 00:00:00.632097+00,5df3a003-1743-48c7-a737-adddd56254ab
1b0e1151-508b-4f1b-b5b2-ebfafc5bb41e,13000,expense,577b93fb-ceb4-4079-91c2-4ba2e2f48c40,Xem phim rạp,2/10/2026,2026-02-10 00:00:00.403708+00,2026-02-10 00:00:00.403708+00,9bd955ea-748b-471c-b9cd-1715acdbd9a3
1b1091fa-6b2d-4d52-baa3-afbacbf336a1,582000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn trưa,3/16/2026,2026-03-16 00:00:00.364454+00,2026-03-16 00:00:00.364454+00,f9dffaa9-b580-452c-9440-168e2b652808
1b187ff0-0a9f-4f7f-81ab-eba246337ede,7000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,ShopeeFood,9/8/2025,2025-09-08 00:00:00.259696+00,2025-09-08 00:00:00.259696+00,39661575-13ec-4365-af34-e013699e3611
1b1899d3-909d-440a-aad8-de900bf9c0ea,885000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn tối,1/23/2026,2026-01-23 00:00:00.192314+00,2026-01-23 00:00:00.192314+00,9bd955ea-748b-471c-b9cd-1715acdbd9a3
1b1af72c-e9cd-474d-8510-67d68acf1467,353000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn vặt,11/2/2025,2025-11-02 00:00:00.761293+00,2025-11-02 00:00:00.761293+00,edc60f6c-6ffc-4531-a5f1-fccd7ef774ef
1b1b27ee-4138-44ef-bd4d-91fd269f7146,157000,expense,1484cd07-65fd-4563-9b4c-8e72fea2a140,Khám bệnh,8/13/2025,2025-08-13 00:00:00.379128+00,2025-08-13 00:00:00.379128+00,5ba74093-5193-4006-a607-dd9c7ac1b848
1b1bf6fe-35c4-486f-8a0d-830127e8bc8a,361000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Xe ôm,2/27/2026,2026-02-27 00:00:00.261323+00,2026-02-27 00:00:00.261323+00,74b69fd1-c478-486f-9cc5-796839885cd7
1b1ca083-11f2-4186-8c9e-048d257ce899,16000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,GrabBike,4/18/2026,2026-04-18 00:00:00.410952+00,2026-04-18 00:00:00.410952+00,a8046377-9b58-4c61-97d7-a29f2d0e31fd
1b1d3f54-ece8-4485-add0-b3234938a090,145000,expense,cba28b5d-bd65-43b4-91a1-18e468c96145,Tiền điện,9/19/2025,2025-09-19 00:00:00.731881+00,2025-09-19 00:00:00.731881+00,a2844048-b5d3-421b-94af-2450641f3100
1b1f8fa5-f3f7-46b4-b036-0e0c612c7b9a,69000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,GrabBike,2/4/2026,2026-02-04 00:00:00.816553+00,2026-02-04 00:00:00.816553+00,328d747f-2dda-4d8f-af76-d2e549bb0a30
1b21d7c4-6b76-4f2e-a283-3e2effd00c76,155000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,ShopeeFood,12/30/2025,2025-12-30 00:00:00.40271+00,2025-12-30 00:00:00.40271+00,535f3e90-385f-4d67-a24e-21f067d22783
1b296769-51e1-4ebe-850f-d1e7c7dcdb2a,183000,expense,cd4912c2-1b2c-49f5-9223-a5a66f5c5f71,Đồ gia dụng,3/14/2026,2026-03-14 00:00:00.308153+00,2026-03-14 00:00:00.308153+00,5df3a003-1743-48c7-a737-adddd56254ab
1b2c353d-ebd5-4496-9cf6-3c107ee27909,126000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Xe ôm,1/31/2026,2026-01-31 00:00:00.470457+00,2026-01-31 00:00:00.470457+00,dbcb531a-0256-4704-be95-425e3c4f9abb
1b2df20b-b322-4ae0-9e5f-b9d2ae2cf8b1,27000,expense,cd4912c2-1b2c-49f5-9223-a5a66f5c5f71,Mua quần áo,5/18/2026,2026-05-18 00:00:00.552345+00,2026-05-18 00:00:00.552345+00,81737e5a-6d6d-4b40-a2f6-ede14096b41a
1b2e1336-1b80-48dd-b4b8-4cc96990b54c,20000,expense,cd4912c2-1b2c-49f5-9223-a5a66f5c5f71,Đồ điện tử,8/7/2025,2025-08-07 00:00:00.50666+00,2025-08-07 00:00:00.50666+00,7563f014-a2c6-49b0-829e-ca59782ca1fa
1b2fc889-ded7-4b33-850e-397285af47b4,417000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn trưa,12/24/2025,2025-12-24 00:00:00.193567+00,2025-12-24 00:00:00.193567+00,c6818cca-85bb-4997-9282-763f13d42946
1b307f39-5cbb-4280-aa40-e6055488053b,204000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,GrabFood,12/9/2025,2025-12-09 00:00:00.043645+00,2025-12-09 00:00:00.043645+00,96e4d061-33ef-40da-b293-98d6dbbacb67
1b3228b7-8fa5-473f-85d4-20518fe1bb12,272000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn tối,11/6/2025,2025-11-06 00:00:00.724193+00,2025-11-06 00:00:00.724193+00,c6818cca-85bb-4997-9282-763f13d42946
1b3a8916-988e-4df2-a7e6-33cd282bfb38,715000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Đi siêu thị,2/26/2026,2026-02-26 00:00:00.904504+00,2026-02-26 00:00:00.904504+00,e1e9c888-8ae3-490c-b663-b2ac868300bd
1b410500-ebae-44bb-8094-c27afe5ce1d4,77000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,ShopeeFood,9/1/2025,2025-09-01 00:00:00.545528+00,2025-09-01 00:00:00.545528+00,3105c1fe-b882-4040-8735-fb105a415a28
1b454fe0-d7ed-429c-b39e-a900d3d79b96,8000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,ShopeeFood,5/20/2026,2026-05-20 00:00:00.904504+00,2026-05-20 00:00:00.904504+00,e2e03579-5c9e-4e0e-b8bf-909608672040
1b498315-358f-4892-8293-562aac8f87f7,113000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn sáng,11/23/2025,2025-11-23 00:00:00.717353+00,2025-11-23 00:00:00.717353+00,cebb5677-09b8-48f2-95c2-cf5c428d6260
1b4b8356-969e-483c-b03f-3d8f91dbd3a2,106000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn tối,9/23/2025,2025-09-23 00:00:00.31257+00,2025-09-23 00:00:00.31257+00,e2e03579-5c9e-4e0e-b8bf-909608672040
1b4c1007-b37d-41ef-a32a-df81bbe93f04,402000,expense,1484cd07-65fd-4563-9b4c-8e72fea2a140,Mua thuốc tây,11/5/2025,2025-11-05 00:00:00.340343+00,2025-11-05 00:00:00.340343+00,0f9a5456-dda7-4dec-976b-9e8aa7d8cfd7
1b4e28bb-96e1-463e-b524-27c626cb3c95,6000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,GrabFood,3/8/2026,2026-03-08 00:00:00.940978+00,2026-03-08 00:00:00.940978+00,b3a03f0c-9def-4c2a-879f-967f690f224e
1b50f4ca-81b8-4fa3-b77d-f09099cdd55c,122000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn tối,9/17/2025,2025-09-17 00:00:00.220575+00,2025-09-17 00:00:00.220575+00,8f4a1d5b-72f8-4332-919d-95b73da9cb36
1b523e44-2807-4b6a-9131-adf54829d74f,40000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Cà phê,1/27/2026,2026-01-27 00:00:00.652585+00,2026-01-27 00:00:00.652585+00,e4bbd980-814e-4dd6-bdd9-a3270350afda
1b59e27e-c487-4f97-847b-7e8b55818d51,159000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,ShopeeFood,6/1/2025,2025-06-01 00:00:00.881697+00,2025-06-01 00:00:00.881697+00,e4bbd980-814e-4dd6-bdd9-a3270350afda
1b5bfbb4-7889-4985-9491-b7cd84f41175,75000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Đi siêu thị,12/15/2025,2025-12-15 00:00:00.721943+00,2025-12-15 00:00:00.721943+00,80c726a1-a60f-4566-bdca-40b42a62b63f
1b5d64ab-6630-4900-8fd0-03a7f8821e6c,113000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Xe ôm,1/3/2026,2026-01-03 00:00:00.764179+00,2026-01-03 00:00:00.764179+00,3105c1fe-b882-4040-8735-fb105a415a28
1b6204a5-0212-412a-a1ef-bb123d3281bd,87000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn sáng,10/19/2025,2025-10-19 00:00:00.090686+00,2025-10-19 00:00:00.090686+00,93bbce0b-2d35-4490-9134-108b67f5354e
1b64ca23-64be-4100-98f5-81625e06750d,366000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn sáng,2/12/2026,2026-02-12 00:00:00.148393+00,2026-02-12 00:00:00.148393+00,6290c07a-a769-46f2-93f5-4361a3fd30a0
1b665e93-52a6-4d74-bd6e-254628ed78af,74000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Cà phê,5/5/2026,2026-05-05 00:00:00.74069+00,2026-05-05 00:00:00.74069+00,c3e3ad8f-aeeb-4840-9aec-529d59a8890b
1b666cc2-e7d7-4892-a70e-d0c1c9d4bde5,90000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,GrabCar,6/12/2025,2025-06-12 00:00:00.865844+00,2025-06-12 00:00:00.865844+00,a2dc4176-0770-4641-bfce-b1458d3483a7
1b74ed7b-de74-428e-b81b-8d7b83b7bc1c,108000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Phí cầu đường,7/3/2025,2025-07-03 00:00:00.29483+00,2025-07-03 00:00:00.29483+00,115e5dea-2773-470e-8392-4110695c2243
1b770a3d-6e96-4b67-a96a-a4f3474b3cdb,502000,expense,cba28b5d-bd65-43b4-91a1-18e468c96145,Tiền điện,5/13/2026,2026-05-13 00:00:00.460517+00,2026-05-13 00:00:00.460517+00,535f3e90-385f-4d67-a24e-21f067d22783
1b799980-a69c-4877-a7a6-f0d1ace445cf,9000,expense,cd4912c2-1b2c-49f5-9223-a5a66f5c5f71,Đồ điện tử,3/14/2026,2026-03-14 00:00:00.913061+00,2026-03-14 00:00:00.913061+00,b68b89a6-5716-4000-9be4-6aca43643c23
1b7c6f9d-b015-4644-a723-f0aba8696ab9,270000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn vặt,11/11/2025,2025-11-11 00:00:00.213177+00,2025-11-11 00:00:00.213177+00,9bd955ea-748b-471c-b9cd-1715acdbd9a3
1b7d3014-0b22-465d-a9a2-4195c6303ff0,156000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn sáng,9/19/2025,2025-09-19 00:00:00.493425+00,2025-09-19 00:00:00.493425+00,25a3165a-e170-42b9-afd2-955c27ae5fc7
1b81c658-7f7c-470e-82c5-d56c30450013,133000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Đi siêu thị,1/17/2026,2026-01-17 00:00:00.427054+00,2026-01-17 00:00:00.427054+00,d2112e88-f0e4-4fa9-8b7d-7e72ced81ccf
1b933f16-ab7f-4bab-9895-310a99e55423,0,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Phí cầu đường,2/13/2026,2026-02-13 00:00:00.776298+00,2026-02-13 00:00:00.776298+00,39661575-13ec-4365-af34-e013699e3611
1b94c164-0a81-46bb-8864-ab7e99acf86e,303000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Xe ôm,1/20/2026,2026-01-20 00:00:00.166977+00,2026-01-20 00:00:00.166977+00,0549318b-8b7d-40c9-aa07-7274e0012d40
1b998543-1fd7-4540-877f-552051c9581f,18000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn trưa,1/12/2026,2026-01-12 00:00:00.765416+00,2026-01-12 00:00:00.765416+00,81737e5a-6d6d-4b40-a2f6-ede14096b41a
1b9b730f-c66d-4727-ac77-0634ecb189f9,282000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn sáng,11/14/2025,2025-11-14 00:00:00.249776+00,2025-11-14 00:00:00.249776+00,cbae696d-dba3-4354-8251-86828eefb577
1ba2009e-5a25-4424-989c-5fe68a37ab98,49000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Phí cầu đường,5/6/2026,2026-05-06 00:00:00.114436+00,2026-05-06 00:00:00.114436+00,d2112e88-f0e4-4fa9-8b7d-7e72ced81ccf
1ba57525-894e-4462-bf48-410b5a5ecd84,101000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn tối,11/3/2025,2025-11-03 00:00:00.155803+00,2025-11-03 00:00:00.155803+00,39661575-13ec-4365-af34-e013699e3611
1ba57b93-8b7b-46a0-8904-da021d3cf0c5,321000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Cà phê,4/18/2026,2026-04-18 00:00:00.961405+00,2026-04-18 00:00:00.961405+00,bf242e05-1ba2-4431-9b4f-ae3d139f497e
1ba644b6-7436-4bba-a0f3-656d0dce3ec4,12000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Cà phê,6/24/2025,2025-06-24 00:00:00.075815+00,2025-06-24 00:00:00.075815+00,535f3e90-385f-4d67-a24e-21f067d22783
1bbbf00f-a0ba-4d4d-bcf4-a545d91fda91,9264000,income,,Thu nhập phụ,9/1/2025,2025-09-01 00:00:00.302835+00,2025-09-01 00:00:00.302835+00,c3e3ad8f-aeeb-4840-9aec-529d59a8890b
1bc50003-b6a4-41d8-bcf7-31120af8b7a4,332000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,ShopeeFood,3/18/2026,2026-03-18 00:00:00.230133+00,2026-03-18 00:00:00.230133+00,fe6be7a5-dfbb-488b-97e0-574fa5c383e6
